Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Attendance_Percentage,Study_Hours_Per_Week,Assignment_Submission_Rate,Login_Frequency,Video_Watch_Percentage,Doubts_Asked,Extracurricular_Score
1,12,1,3,0,12,1,22,27,10,6,0,0,0,1,0,0,58,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,72,16,91,4,75,14,62
1,7,2,10,1,1,1,13,27,10,8,1,0,0,1,0,1,19,0,0,6,8,4,11.25,0,0,6,6,6,12.0,0,10.8,1.4,1.74,Graduate,43,12,93,3,99,2,69
1,14,1,14,1,1,9,22,27,10,10,1,0,0,1,1,0,23,1,3,9,11,6,10.5,0,4,10,10,10,11.7,0,9.4,-0.8,-3.12,Graduate,61,31,46,6,76,14,98
1,1,2,15,1,1,1,22,27,10,10,1,0,0,1,0,1,19,0,0,6,11,4,11.0,0,0,6,11,3,11.666666666666666,0,9.4,-0.8,-3.12,Enrolled,41,24,91,7,71,11,64
1,9,3,12,1,1,1,13,1,5,8,1,0,0,1,0,0,18,0,0,7,7,7,13.457142857142856,0,0,8,8,8,14.5125,0,13.9,-0.3,0.79,Graduate,49,14,64,14,65,7,98
1,1,2,6,1,1,1,13,14,12,12,0,0,0,1,0,0,20,0,0,5,6,5,12.6,0,0,5,8,4,12.333333333333334,0,7.6,2.6,0.32,Graduate,44,25,42,12,97,8,66
1,8,5,6,1,1,1,13,14,12,8,0,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,98,34,64,16,57,12,53
1,8,1,14,1,1,1,3,14,6,6,0,0,0,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,8,5,13.6,0,8.9,1.4,3.51,Graduate,49,3,72,8,67,11,35
1,8,4,9,1,1,1,13,14,6,8,1,0,1,1,0,1,18,0,0,5,5,5,11.6,0,0,5,5,5,11.8,0,11.1,0.6,2.02,Graduate,72,24,31,2,60,1,70
1,12,1,8,1,1,1,23,28,10,11,0,0,0,1,0,0,24,0,0,6,9,6,12.571428571428571,0,0,6,10,5,12.833333333333334,0,11.1,0.6,2.02,Dropout,93,9,85,13,78,2,92
1,8,4,16,1,1,1,22,27,10,6,1,0,0,1,0,0,18,0,0,6,7,5,11.8,0,0,6,7,5,11.4,0,10.8,1.4,1.74,Dropout,77,26,80,8,86,11,14
1,1,3,9,1,1,1,1,28,6,8,1,0,0,1,0,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled,52,20,83,16,93,12,74
1,8,3,10,1,1,1,13,28,10,8,1,0,0,1,0,1,19,0,0,6,8,6,11.333333333333334,0,0,6,6,6,11.833333333333334,0,8.9,1.4,3.51,Graduate,70,10,45,4,85,6,17
1,1,1,11,1,1,1,23,28,7,7,1,0,0,1,0,0,18,0,0,6,6,6,10.666666666666666,0,0,6,6,6,11.5,0,7.6,2.6,0.32,Graduate,86,19,47,16,46,4,3
1,1,2,8,1,1,1,13,27,10,10,1,0,0,1,0,0,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,Enrolled,75,3,36,6,51,9,87
1,1,1,2,1,1,1,13,14,6,6,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,84,24,74,4,75,6,10
1,15,1,6,1,1,1,4,4,3,7,0,0,0,1,0,0,22,0,2,6,9,6,13.333333333333334,0,1,6,9,4,11.5,0,13.9,-0.3,0.79,Graduate,63,5,65,16,29,1,5
1,1,1,11,1,1,1,2,27,2,2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,Enrolled,91,3,70,13,59,13,50
3,8,1,10,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Enrolled,95,27,71,5,36,13,57
1,8,1,15,1,1,1,13,28,10,8,1,0,0,1,0,1,21,0,0,6,6,5,13.0,0,0,6,7,6,12.833333333333334,0,8.9,1.4,3.51,Graduate,54,16,36,15,77,3,59
1,1,3,12,1,1,1,23,28,6,8,1,0,0,1,0,1,18,0,0,8,11,7,12.90857142857143,0,0,8,11,7,12.90857142857143,0,10.8,1.4,1.74,Graduate,68,15,44,8,25,0,17
1,1,5,16,1,1,1,1,10,5,10,1,0,0,1,0,0,20,0,0,6,12,4,12.0,0,0,6,11,1,10.0,0,10.8,1.4,1.74,Dropout,47,12,89,7,58,14,78
1,1,3,11,1,1,1,22,28,8,8,1,0,0,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,5,11.0,0,7.6,2.6,0.32,Enrolled,44,26,69,14,37,4,66
1,7,3,5,1,1,1,1,28,5,9,1,0,0,1,0,0,19,0,0,6,6,6,15.333333333333334,0,0,6,9,6,15.833333333333334,0,12.7,3.7,-1.7,Graduate,68,34,66,7,92,7,16
1,1,2,12,1,1,1,1,28,10,10,1,0,0,1,0,1,18,0,0,7,9,6,12.816666666666668,0,0,8,11,6,12.875,0,11.1,0.6,2.02,Enrolled,86,23,95,7,91,0,96
1,6,1,9,1,1,14,26,1,4,5,0,0,1,0,1,0,26,1,6,7,7,6,13.0,0,2,6,6,2,14.0,0,11.1,0.6,2.02,Dropout,43,31,84,18,61,6,33
1,6,1,7,1,1,13,1,3,21,31,0,0,1,1,0,0,19,1,0,6,11,2,13.5,1,0,5,11,2,11.0,0,8.9,1.4,3.51,Enrolled,51,20,85,10,23,6,29
2,12,1,3,0,1,1,22,27,10,10,0,0,0,1,0,0,35,0,0,6,7,6,12.5,0,0,6,6,6,12.166666666666666,0,15.5,2.8,-4.06,Graduate,84,12,73,18,39,6,18
1,9,1,14,1,1,1,1,1,10,10,1,0,0,1,0,1,19,0,0,6,7,6,13.0,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,41,23,86,14,47,14,8
1,1,1,6,1,1,1,23,27,10,7,1,0,0,1,1,0,18,0,0,5,6,4,11.75,0,0,5,10,5,12.571428571428571,1,10.8,1.4,1.74,Graduate,66,4,35,10,59,0,39
1,1,5,14,1,1,1,13,14,8,4,0,0,0,1,1,0,19,0,0,5,5,4,12.5,0,0,5,5,4,14.25,0,7.6,2.6,0.32,Graduate,70,23,61,7,84,11,43
1,1,1,2,1,1,1,1,1,10,10,1,0,0,1,1,0,25,0,16,17,19,17,11.61111111111111,0,14,17,22,17,12.055555555555555,0,12.4,0.5,1.79,Graduate,90,1,47,7,63,10,94
1,8,6,11,1,1,1,1,1,5,4,1,0,0,1,1,0,18,0,0,6,6,6,14.0,0,0,6,6,6,14.666666666666666,0,11.1,0.6,2.02,Graduate,90,25,97,7,42,2,58
1,8,1,4,1,1,1,1,4,10,6,1,0,1,0,1,0,26,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,75,2,36,5,76,10,90
1,14,1,17,0,1,1,1,1,7,7,0,0,0,1,1,0,34,0,0,5,5,5,13.8,0,0,5,6,5,13.833333333333334,0,9.4,-0.8,-3.12,Graduate,75,30,37,1,66,1,24
1,1,2,11,1,1,1,4,14,5,4,1,0,0,0,1,0,18,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,65,3,93,14,32,14,70
1,1,1,2,1,1,1,3,20,4,6,0,0,0,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,82,21,36,18,35,14,52
1,8,3,7,1,1,1,1,14,5,4,1,0,0,1,1,1,18,0,0,5,9,4,12.25,0,0,5,9,3,12.333333333333334,0,8.9,1.4,3.51,Dropout,66,25,70,13,74,4,47
1,15,1,4,1,14,1,22,27,10,5,0,0,0,1,1,0,20,0,0,6,12,3,11.5,0,0,6,12,3,13.666666666666666,0,12.4,0.5,1.79,Dropout,44,20,69,8,84,1,70
1,15,1,5,1,14,1,1,14,5,5,0,0,0,1,1,0,25,0,2,7,9,6,12.571428571428571,0,5,9,9,9,12.555555555555555,0,16.2,0.3,-0.92,Graduate,59,22,32,8,35,12,83
1,8,1,8,1,1,1,2,1,5,2,0,0,0,1,1,0,18,0,0,6,9,6,12.0,0,0,6,10,5,12.166666666666666,0,11.1,0.6,2.02,Dropout,50,21,46,10,56,13,52
1,1,1,4,1,1,1,13,27,10,10,1,0,0,1,1,0,19,0,8,12,17,11,12.0,2,4,12,21,12,12.307692307692308,0,15.5,2.8,-4.06,Graduate,49,33,95,17,71,4,48
1,1,1,2,1,1,1,1,1,5,2,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,79,15,81,6,29,4,42
1,9,2,10,1,1,1,13,27,6,8,1,0,0,1,1,1,20,0,1,7,9,6,12.0,0,2,6,6,6,11.166666666666666,0,10.8,1.4,1.74,Graduate,77,15,51,15,57,3,99
1,1,1,7,1,1,1,3,1,3,4,0,0,0,1,1,0,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Enrolled,45,25,33,15,63,10,18
1,1,2,9,1,1,1,1,27,5,10,1,0,0,1,1,1,19,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,47,21,35,16,93,6,65
1,1,1,9,1,1,1,1,14,5,6,0,0,0,1,1,0,20,0,0,5,9,5,12.0,0,0,5,9,4,13.0,0,8.9,1.4,3.51,Enrolled,62,24,67,8,73,9,33
1,1,6,12,1,1,1,1,1,4,8,1,0,0,1,1,0,18,0,0,7,8,6,13.976666666666668,0,0,8,12,6,12.041666666666666,1,11.1,0.6,2.02,Enrolled,86,5,55,19,70,5,80
1,1,1,14,1,1,1,2,28,21,35,1,0,0,1,1,0,19,0,0,6,10,4,12.5,0,0,6,12,1,10.0,3,16.2,0.3,-0.92,Enrolled,65,6,40,15,71,1,87
1,9,1,9,1,1,1,22,27,8,8,1,0,0,0,1,0,20,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,85,23,46,3,89,14,72
1,12,1,14,1,1,1,23,27,8,8,0,0,0,1,1,0,24,0,0,6,15,4,10.5,0,0,6,16,4,12.5,0,15.5,2.8,-4.06,Dropout,82,4,60,6,78,3,53
1,15,1,4,1,14,1,23,28,10,9,1,0,0,1,1,0,20,0,0,6,8,5,12.857142857142858,0,0,6,11,6,12.3,0,16.2,0.3,-0.92,Graduate,51,27,64,8,32,12,0
1,1,3,14,1,1,1,3,14,3,9,1,0,0,1,1,0,19,0,0,5,7,3,11.666666666666666,0,0,5,5,4,12.0,0,9.4,-0.8,-3.12,Enrolled,65,18,45,16,60,13,91
1,16,1,7,1,1,1,1,14,5,5,0,0,0,1,1,0,23,0,0,5,7,2,13.0,0,0,5,11,1,10.0,0,8.9,1.4,3.51,Dropout,52,21,47,15,31,10,54
1,8,2,11,1,1,1,13,14,5,4,1,0,0,1,1,0,20,0,0,6,8,6,11.833333333333334,0,0,6,9,5,10.4,0,7.6,2.6,0.32,Enrolled,79,28,91,13,69,6,14
1,14,4,3,0,1,1,19,24,1,1,0,0,0,1,1,0,21,0,9,11,11,11,12.454545454545457,0,3,11,17,8,12.75,0,9.4,-0.8,-3.12,Graduate,57,22,56,15,76,8,84
1,8,2,7,1,1,1,8,10,10,10,1,0,0,1,1,0,20,0,0,5,6,3,11.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,64,23,64,18,69,8,14
2,8,5,7,1,1,1,22,28,5,5,1,0,0,1,1,0,21,0,0,5,10,4,13.2,0,0,5,7,4,14.25,2,7.6,2.6,0.32,Enrolled,72,3,74,13,76,11,22
1,1,1,15,1,1,1,1,14,10,8,0,0,0,1,1,1,18,0,0,6,6,6,15.5,0,0,6,6,6,14.166666666666666,0,11.1,0.6,2.02,Graduate,86,10,64,8,73,2,65
1,1,3,11,1,1,1,1,1,5,4,1,0,0,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,6,6,13.666666666666666,0,11.1,0.6,2.02,Graduate,79,25,57,14,85,0,45
1,8,1,9,1,1,1,3,28,4,8,1,0,0,1,1,0,18,0,0,5,13,5,12.0,0,0,5,9,4,11.4,0,13.9,-0.3,0.79,Enrolled,99,8,38,11,27,8,99
1,15,1,4,1,14,1,3,3,8,2,1,0,0,1,1,0,20,0,0,6,12,4,11.6,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Enrolled,82,11,44,6,82,7,8
1,8,1,15,1,1,1,13,28,5,10,0,0,0,1,1,1,18,0,0,6,7,6,11.333333333333334,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate,51,5,50,1,28,6,65
1,8,1,15,1,1,1,22,27,1,5,1,0,0,1,1,0,19,0,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,83,29,81,2,79,5,65
1,8,1,7,1,1,1,1,3,10,11,1,0,0,1,1,0,20,0,0,5,7,4,12.0,0,0,5,8,2,12.5,0,10.8,1.4,1.74,Enrolled,75,5,64,13,82,13,17
1,8,1,8,1,1,1,13,28,5,8,0,0,0,1,1,0,19,0,0,5,11,4,12.0,1,0,5,9,5,12.6,0,9.4,-0.8,-3.12,Graduate,87,9,80,1,91,14,16
1,12,1,17,0,1,1,22,27,10,6,1,0,1,1,1,0,33,0,0,5,11,2,12.5,0,0,5,9,2,11.5,1,12.7,3.7,-1.7,Dropout,43,2,84,4,22,9,71
1,16,1,2,1,1,1,2,1,4,4,1,0,0,1,1,0,21,0,6,12,12,12,13.666666666666666,0,4,11,16,11,13.0,0,8.9,1.4,3.51,Graduate,44,1,73,2,92,6,97
2,12,1,4,1,1,1,1,14,5,5,0,0,1,0,1,0,25,0,0,6,17,2,14.5,2,0,6,13,0,0.0,1,15.5,2.8,-4.06,Dropout,95,30,94,16,32,10,33
1,1,1,6,1,1,1,1,1,5,10,1,0,0,1,1,1,20,0,0,6,10,4,13.2,0,0,6,8,0,0.0,0,12.4,0.5,1.79,Dropout,76,11,54,3,28,8,68
1,17,1,6,1,16,1,1,1,10,5,1,0,0,1,1,1,22,0,1,7,11,5,12.166666666666666,0,4,8,14,5,14.8,0,8.9,1.4,3.51,Dropout,47,28,76,17,71,5,63
4,12,1,15,1,12,1,22,27,10,2,0,0,0,1,0,0,39,0,0,6,10,4,11.25,0,0,6,6,6,11.333333333333334,0,10.8,1.4,1.74,Graduate,81,12,85,5,81,14,43
1,1,2,14,1,1,1,3,1,3,7,1,0,0,1,1,1,21,0,0,6,8,6,15.166666666666666,0,0,6,7,6,14.428571428571429,0,8.9,1.4,3.51,Graduate,88,26,67,8,27,13,28
1,8,1,11,1,1,1,1,1,10,10,0,0,0,1,0,1,19,0,0,6,8,6,11.166666666666666,0,0,6,7,4,13.4,0,16.2,0.3,-0.92,Graduate,67,13,40,12,64,13,61
1,12,1,12,1,12,1,22,27,10,8,0,0,0,1,0,1,26,0,0,7,8,6,10.983333333333334,0,0,7,8,6,10.983333333333334,0,7.6,2.6,0.32,Graduate,70,8,96,12,72,9,91
1,9,2,10,1,1,1,13,1,5,4,1,0,0,1,0,1,19,0,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Graduate,97,28,44,1,82,2,15
1,17,1,6,1,16,1,1,3,5,3,1,0,0,0,0,1,20,0,7,12,15,11,13.384615384615383,0,4,9,13,7,14.285714285714286,0,8.9,1.4,3.51,Graduate,48,30,30,1,76,12,77
1,8,1,14,1,1,1,1,27,5,10,1,0,0,1,0,1,25,0,0,6,8,6,11.285714285714286,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,Enrolled,93,9,36,15,73,13,51
1,14,1,3,0,1,1,13,27,9,6,0,0,0,1,1,0,24,0,0,6,13,0,0.0,3,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,90,31,30,17,38,2,1
1,8,6,7,1,1,1,13,14,5,1,1,0,0,1,1,0,20,0,0,5,7,4,13.0,0,0,5,9,5,14.833333333333334,3,7.6,2.6,0.32,Graduate,68,21,78,2,86,3,60
2,12,1,4,1,1,1,22,27,10,10,0,0,0,1,1,0,29,0,0,6,9,6,16.11111111111111,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate,53,34,58,17,65,9,3
1,1,1,15,1,1,1,1,3,10,10,0,0,0,1,1,0,20,0,0,6,8,6,11.5,0,0,6,8,6,11.0,0,16.2,0.3,-0.92,Graduate,79,31,55,9,29,12,51
1,15,1,8,1,14,1,3,4,3,3,1,0,0,1,1,0,20,0,0,6,15,4,10.75,0,0,6,12,2,10.5,0,13.9,-0.3,0.79,Dropout,80,25,74,12,37,13,40
1,12,1,14,1,12,1,13,1,6,9,1,0,0,1,1,1,24,0,0,6,10,4,11.6,0,0,6,8,5,13.0,0,11.1,0.6,2.02,Graduate,61,12,41,4,31,14,51
1,12,1,12,1,12,1,1,3,3,3,0,0,1,1,1,0,24,0,0,7,21,0,0.0,3,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,50,1,61,13,68,13,30
1,4,1,7,1,15,1,3,1,3,6,0,0,0,1,1,0,23,0,0,5,5,5,13.8,0,0,5,7,5,14.142857142857142,0,11.1,0.6,2.02,Graduate,62,22,49,4,42,9,25
1,14,1,13,1,1,1,1,27,6,6,1,0,0,1,1,0,20,0,0,7,8,7,13.585714285714284,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06,Graduate,40,1,80,7,81,7,26
1,8,2,14,1,1,1,1,1,5,11,1,0,0,1,1,0,19,0,0,6,8,6,13.857142857142858,0,0,6,8,5,13.0,0,15.5,2.8,-4.06,Graduate,85,1,65,14,30,9,50
4,12,1,4,1,1,1,22,27,10,9,0,0,0,1,1,0,28,0,0,6,12,5,12.0,0,0,6,10,6,12.333333333333334,0,11.1,0.6,2.02,Enrolled,76,21,96,9,92,8,97
1,15,1,4,1,14,1,1,28,5,5,1,0,0,1,1,1,20,0,0,6,9,6,13.444444444444445,0,0,6,9,5,12.6,0,13.9,-0.3,0.79,Graduate,60,15,30,1,75,13,94
1,1,1,5,1,1,1,23,27,4,4,0,0,0,1,1,0,18,0,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,Graduate,65,17,56,1,74,7,47
1,1,1,14,1,1,1,1,1,12,12,1,0,1,1,1,0,20,0,0,6,10,1,12.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,85,22,69,4,44,10,10
2,12,1,17,0,1,1,22,14,6,4,1,0,0,1,1,0,33,0,0,5,5,5,14.2,0,0,5,6,5,13.833333333333334,0,10.8,1.4,1.74,Graduate,75,16,43,1,28,9,7
2,12,1,12,1,1,1,22,27,29,42,0,0,0,1,0,0,35,0,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,Enrolled,93,8,98,10,31,1,11
1,12,1,12,1,15,1,22,27,10,8,0,0,0,1,0,0,27,0,3,8,12,7,12.457142857142856,0,3,8,12,7,12.457142857142856,0,12.7,3.7,-1.7,Enrolled,62,17,35,2,30,3,98
1,8,5,15,1,1,1,23,28,8,8,1,0,0,0,0,0,19,0,0,6,12,3,11.0,0,0,6,12,3,12.0,0,9.4,-0.8,-3.12,Dropout,96,17,62,15,57,3,44
1,12,1,17,0,1,14,22,14,10,10,0,0,0,1,0,1,31,1,0,5,13,4,10.5,0,0,5,10,4,10.5,0,15.5,2.8,-4.06,Enrolled,40,26,84,3,47,11,33
1,1,1,2,1,1,1,13,27,8,8,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,93,13,48,9,27,1,76
1,14,1,5,1,1,1,13,27,8,8,1,0,0,1,1,0,22,0,9,13,13,13,14.0,0,7,12,13,12,13.0,0,15.5,2.8,-4.06,Graduate,94,17,58,17,93,12,90
1,14,1,12,1,1,16,1,1,7,7,0,0,0,1,0,0,39,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout,90,17,90,13,66,7,71
1,8,1,11,1,1,1,1,1,5,9,1,0,0,0,1,0,22,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,79,14,99,3,55,2,46
2,12,1,17,0,1,1,22,14,10,11,0,0,0,1,1,0,47,0,0,5,8,4,10.0,0,0,5,8,4,12.5,0,9.4,-0.8,-3.12,Enrolled,54,6,53,4,69,1,20
1,8,1,2,1,1,1,13,27,6,10,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate,60,14,52,4,28,6,40
1,5,1,11,1,1,10,3,1,10,10,1,0,0,1,0,0,19,1,0,6,6,6,13.5,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate,86,8,39,11,79,14,74
1,8,1,12,1,1,1,13,27,10,10,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,15.5,2.8,-4.06,Dropout,48,15,83,7,91,0,21
1,1,1,2,1,1,1,13,27,10,8,1,0,0,1,0,1,21,0,15,17,18,17,13.38888888888889,0,15,17,18,17,14.88888888888889,0,11.1,0.6,2.02,Graduate,92,27,70,11,86,14,20
1,4,1,12,1,5,1,13,1,5,2,1,0,0,0,0,0,39,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,48,13,78,11,72,5,27
1,8,1,2,1,1,1,13,1,5,2,1,0,0,1,1,0,19,0,6,12,12,12,13.583333333333334,0,4,11,12,11,13.583333333333334,0,8.9,1.4,3.51,Graduate,49,31,46,10,36,12,66
1,1,1,2,1,1,1,22,14,10,9,0,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled,91,6,85,5,72,12,70
1,12,1,9,1,9,1,1,1,10,5,1,0,1,0,1,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,96,5,74,13,47,2,13
1,12,1,17,0,1,1,13,14,10,10,1,0,0,1,1,0,27,0,0,5,9,1,10.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,92,22,59,12,82,12,78
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,29,0,0,5,5,5,15.2,0,0,5,5,5,15.2,0,11.1,0.6,2.02,Graduate,65,23,73,10,34,2,72
1,8,1,6,1,1,1,13,1,10,5,1,0,0,1,1,0,20,0,0,6,12,4,12.8,0,0,6,17,0,0.0,0,12.4,0.5,1.79,Dropout,80,25,84,7,38,14,51
1,1,1,14,1,1,1,13,1,8,5,0,0,0,1,1,0,21,0,0,5,7,5,11.166666666666666,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,Dropout,74,34,48,19,89,4,42
1,1,1,2,1,1,1,3,2,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,91,26,58,19,66,13,70
1,1,1,12,1,1,1,1,1,5,4,0,0,0,1,1,0,19,0,0,8,9,7,12.828571428571427,0,0,8,9,7,12.828571428571427,0,12.7,3.7,-1.7,Graduate,64,5,31,19,90,2,75
1,8,1,15,1,1,1,1,1,6,2,0,0,1,0,1,0,19,0,0,6,6,6,12.5,0,0,6,10,4,12.6,0,15.5,2.8,-4.06,Dropout,65,26,65,12,67,11,18
1,12,1,7,1,1,1,22,27,10,10,0,0,0,1,1,1,28,0,0,5,12,3,10.0,0,0,5,10,3,12.4,0,12.4,0.5,1.79,Graduate,50,20,48,15,92,3,26
1,6,1,11,1,1,12,13,1,10,8,1,0,0,0,0,0,21,1,0,6,6,6,11.5,0,0,6,10,4,13.25,0,13.9,-0.3,0.79,Graduate,77,6,36,5,39,12,17
1,5,1,12,1,1,10,3,3,3,10,1,0,1,0,0,0,23,1,0,8,11,7,11.328571428571427,0,0,8,11,7,11.328571428571427,0,12.7,3.7,-1.7,Dropout,41,6,55,14,56,12,12
4,12,1,4,1,1,1,13,14,10,5,0,0,0,1,0,0,39,0,0,6,15,2,13.0,2,0,6,13,3,13.0,1,15.5,2.8,-4.06,Enrolled,46,18,67,12,94,14,0
1,8,3,12,1,1,1,23,1,10,6,1,0,0,1,0,0,18,0,0,7,7,6,13.033333333333331,0,0,7,7,6,13.033333333333331,0,7.6,2.6,0.32,Graduate,57,4,32,11,21,2,84
2,6,1,15,1,1,14,22,27,10,7,0,0,0,1,0,0,59,1,0,6,8,6,12.166666666666666,0,0,6,7,4,11.75,0,11.1,0.6,2.02,Graduate,66,17,95,5,83,6,33
1,4,1,7,1,4,1,4,3,3,8,0,0,1,1,1,0,30,0,0,5,6,4,14.5,0,0,5,10,3,16.2,0,13.9,-0.3,0.79,Enrolled,73,14,72,16,55,2,12
1,1,1,6,1,1,1,1,28,10,10,1,0,0,1,0,0,18,0,0,5,7,5,14.4,1,0,5,5,5,13.6,0,12.7,3.7,-1.7,Graduate,66,14,91,18,24,13,50
2,15,1,17,0,14,1,22,27,10,10,0,0,0,1,0,0,41,0,2,6,10,4,12.25,0,3,7,9,6,12.5,0,9.4,-0.8,-3.12,Enrolled,56,13,53,12,83,9,86
1,12,1,12,1,1,1,22,14,10,9,1,0,0,1,0,0,27,0,0,7,14,0,0.0,0,0,7,14,0,0.0,0,11.1,0.6,2.02,Dropout,82,7,68,5,26,3,0
1,1,1,10,1,1,1,23,14,10,11,1,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Graduate,98,15,97,16,89,1,86
1,9,5,16,1,1,1,23,14,8,8,1,0,1,0,0,0,20,0,0,6,14,2,12.0,0,0,6,14,3,11.666666666666666,0,10.8,1.4,1.74,Dropout,83,19,73,12,41,1,27
2,12,1,7,1,3,1,22,27,5,8,0,0,0,0,0,0,32,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,98,17,34,2,93,8,31
1,8,1,9,1,1,1,23,27,4,6,1,0,0,1,0,0,19,0,0,5,5,3,11.666666666666666,0,0,5,10,4,10.8,0,9.4,-0.8,-3.12,Dropout,90,19,84,6,65,10,71
2,12,1,16,1,9,1,22,27,8,9,0,0,0,1,0,0,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,93,20,59,4,59,0,54
4,8,5,3,0,1,1,13,14,12,12,0,0,0,1,0,0,38,0,0,5,12,1,10.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,63,32,58,13,80,0,25
1,4,1,8,1,2,3,27,1,5,10,0,0,0,1,1,0,35,1,0,7,8,0,0.0,1,0,6,9,0,0.0,0,8.9,1.4,3.51,Dropout,64,24,55,10,65,9,13
1,12,1,3,0,1,1,19,24,1,1,1,0,0,1,0,0,27,0,0,6,11,4,12.25,0,0,6,16,3,12.0,0,7.6,2.6,0.32,Dropout,46,17,55,17,47,0,87
